Row,BODYsync_G2_vs_REST,CROSSsync_G2_vs_REST,CROSSturn_G2_vs_REST,FACEsync_G2_vs_REST,HEADsync_G2_vs_REST,INTRAsync_G2_vs_REST,MovEx_G2_vs_REST,Speech_G2_vs_REST,STACK_G2_vs_REST
CV2: R5_F5_C2,60.4166666666667,85.7142857142857,57.8125,29.1666666666667,100,83.3333333333333,62.5,54.1666666666667,50
CV2: R5_F6_C2,29.1666666666667,60.4166666666667,87.5,77.0833333333333,62.5,39.5833333333333,56.9444444444444,75,75
CV2: R5_F7_C2,43.75,45.8333333333333,75,72.9166666666667,87.5,25,60.4166666666667,83.3333333333333,75
CV2: R5_F8_C2,27.9761904761905,63.1944444444444,41.6666666666667,86.9047619047619,31.25,43.0555555555556,62.5,74.0740740740741,75
CV2: R5_F9_C2,12.962962962963,56.5476190476191,57.0833333333333,73.6111111111111,66.6666666666666,61.1111111111111,63.8888888888889,68.4523809523809,83.3333333333333
CV2: R5_F10_C2,24.4047619047619,62.5,50,54.1666666666667,37.5,45.8333333333333,54.6296296296296,29.8611111111111,62.5
CV2: R6_F1_C2,68.75,54.1666666666667,41.6666666666667,37.5,75,33.3333333333333,81.25,18.75,25
CV2: R6_F2_C2,50,62.5,62.5,75,50,60.4166666666667,62.5,62.5,75
CV2: R6_F3_C2,35.9375,57.1428571428571,50,50,62.5,45.8333333333333,50,100,75
CV2: R6_F4_C2,25,56.25,50,87.5,62.5,57.1428571428571,78.5714285714286,37.5,62.5
CV2: R6_F5_C2,16.6666666666667,66.6666666666667,62.5,75,25,45.8333333333333,50,68.75,62.5
CV2: R6_F6_C2,45.8333333333333,83.3333333333333,60.7142857142857,66.6666666666667,95.3125,62.5,75,81.25,100
CV2: R6_F7_C2,8.33333333333333,60.7142857142857,39.0625,64.5833333333333,37.5,83.3333333333333,50,60.4166666666667,62.5
CV2: R6_F8_C2,45.8333333333333,66.6666666666667,29.1666666666667,34.375,100,48.9583333333333,56.25,36.9047619047619,50
CV2: R6_F9_C2,63.8888888888889,33.9285714285714,72.9166666666667,66.6666666666667,76.3888888888889,45.8333333333333,66.6666666666667,78.5714285714286,41.6666666666667
CV2: R6_F10_C2,36.8055555555556,46.5277777777778,73.8636363636364,62.5,83.3333333333333,60.4166666666667,70.8333333333333,58.3333333333333,70.8333333333333
CV2: R7_F1_C2,54.1666666666667,48.2142857142857,32.1428571428571,43.75,75,42.8571428571429,29.1666666666667,58.3333333333333,62.5
CV2: R7_F2_C2,25,58.3333333333333,30.3571428571429,25,72.9166666666667,45.8333333333333,50,66.6666666666667,62.5
CV2: R7_F3_C2,47.9166666666667,58.3333333333333,33.9285714285714,87.5,89.5833333333333,79.1666666666667,87.5,67.8571428571429,62.5
CV2: R7_F4_C2,28.5714285714286,45.3125,62.5,59.7222222222222,71.875,41.6666666666667,62.5,35.4166666666667,75
CV2: R7_F5_C2,41.6666666666667,37.5,37.5,87.5,65,50,85.4166666666667,87.5,62.5
CV2: R7_F6_C2,41.6666666666667,54.1666666666667,64.5833333333333,62.5,75,57.1428571428571,87.5,77.0833333333333,62.5
CV2: R7_F7_C2,50,70.8333333333333,45.8333333333333,37.5,62.5,72.9166666666667,62.5,52.0833333333333,62.5
CV2: R7_F8_C2,53.7037037037037,51.3888888888889,58.3333333333333,54.1666666666667,58.3333333333333,52.7777777777778,76.5625,40.9722222222222,50
CV2: R7_F9_C2,23.8095238095238,73.9583333333333,70.8333333333333,79.1666666666667,83.3333333333333,62.5,83.3333333333333,79.1666666666667,91.6666666666667
CV2: R7_F10_C2,27.0833333333333,81.9444444444444,58.3333333333333,64.8809523809524,41.6666666666667,51.3888888888889,70.8333333333333,100,87.5
CV2: R8_F1_C2,45.8333333333333,18.75,37.5,52.0833333333333,50,41.6666666666667,50,75,50
CV2: R8_F2_C2,60.4166666666667,41.6666666666667,70.8333333333333,50,87.5,39.2857142857143,35.4166666666667,51.7857142857143,62.5
CV2: R8_F3_C2,35.4166666666667,45.8333333333333,87.5,50,87.5,37.5,100,62.5,75
CV2: R8_F4_C2,19.6428571428571,47.9166666666667,83.9285714285714,77.0833333333333,62.5,50,58.3333333333333,73.2142857142857,75
CV2: R8_F5_C2,29.1666666666667,77.0833333333333,54.6875,51.5625,50,62.5,25,50,50
CV2: R8_F6_C2,52.0833333333333,75,41.6666666666667,91.6666666666667,41.6666666666667,50,52.2727272727273,60.4166666666667,25
CV2: R8_F7_C2,50,64.2857142857143,62.5,70.8333333333333,62.5,47.9166666666667,57.1428571428571,79.1666666666667,100
CV2: R8_F8_C2,33.3333333333333,74.3055555555555,63.8888888888889,63.6904761904762,100,69.4444444444444,83.3333333333333,84.7222222222222,100
CV2: R8_F9_C2,45.8333333333333,64.5833333333333,43.75,63.8888888888889,50,61.9047619047619,89.5833333333333,58.9285714285714,87.5
CV2: R8_F10_C2,26.1904761904762,47.9166666666667,37.5,46.875,83.3333333333333,61.3095238095238,79.1666666666667,32.6388888888889,75
CV2: R9_F1_C2,33.3333333333333,48.2142857142857,75,62.5,68.75,54.1666666666667,75,53.5714285714286,87.5
CV2: R9_F2_C2,33.3333333333333,41.0714285714286,37.5,53.75,75,44.6428571428571,58.3333333333333,64.2857142857143,75
CV2: R9_F3_C2,39.5833333333333,72.9166666666667,50,50,98.2142857142857,45.8333333333333,75,50,62.5
CV2: R9_F4_C2,16.6666666666667,25,50,75,57.9545454545455,35.4166666666667,20.8333333333333,51.7857142857143,37.5
CV2: R9_F5_C2,58.3333333333333,12.5,52.0833333333333,62.5,55.3571428571429,57.1428571428571,98.75,87.5,75
CV2: R9_F6_C2,39.5833333333333,64.0625,37.5,68.75,87.5,42.1875,87.5,81.25,87.5
CV2: R9_F7_C2,25,75,62.5,62.5,87.5,62.5,75,87.5,100
CV2: R9_F8_C2,55.5555555555556,45.8333333333333,41.6666666666667,51.1904761904762,56.25,79.1666666666667,54.1666666666667,58.3333333333333,33.3333333333333
CV2: R9_F9_C2,23.4375,86.8055555555556,76.0416666666667,68.75,33.3333333333333,44.4444444444444,66.6666666666666,83.3333333333333,70.8333333333333
CV2: R9_F10_C2,57.8125,69.4444444444444,52.7777777777778,45.8333333333333,91.6666666666667,69.6428571428571,62.5,41.6666666666667,83.3333333333333
CV2: R10_F1_C2,44.6428571428571,64.2857142857143,52.7777777777778,60.9375,90,54.1666666666667,87.5,29.1666666666667,62.5
CV2: R10_F2_C2,56.25,37.5,50,64.5833333333333,68.75,31.25,35.4166666666667,50,37.5
CV2: R10_F3_C2,25,37.5,50,87.5,62.5,75,79.1666666666667,58.3333333333333,87.5
CV2: R10_F4_C2,20.8333333333333,33.9285714285714,75,75,47.9166666666667,41.6666666666667,50,64.5833333333333,50
CV2: R10_F5_C2,19.6428571428571,37.5,37.5,77.0833333333333,75,25,59.375,72.9166666666667,75
CV2: R10_F6_C2,52.0833333333333,64.5833333333333,50,50,64.5833333333333,35.4166666666667,62.5,62.5,75
CV2: R10_F7_C2,14.5833333333333,62.5,50,58.3333333333333,62.5,79.1666666666667,95.8333333333333,56.25,100
CV2: R10_F8_C2,27.7777777777778,85.4166666666667,54.1666666666667,39.5833333333333,49.6212121212121,47.0238095238095,75.5952380952381,45.8333333333333,91.6666666666667
CV2: R10_F9_C2,29.1666666666667,53.4722222222222,48.6111111111111,73.2142857142857,50,67.3611111111111,58.3333333333333,75.6944444444444,66.6666666666667
CV2: R10_F10_C2,58.3333333333333,66.1458333333333,68.9814814814815,62.5,75,75,70.8333333333333,100,79.1666666666667
